slug,title,matched_condition,matched_presentation,match_basis,match_method,match_confidence,requires_manual_review,coverage_status,categories,source_file
is-varicose-veins,Varicose Veins,Venous insufficiency (including varicose veins),,condition,fuzzy:1.08,0.65,true,covered-needs-refresh,Heart and vasculature,extracted-illness-scripts-2026\is-varicose-veins.html
is-vascular-dementia,Vascular Dementia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-vascular-dementia.html
is-vasovagal-syncope,Vasovagal Syncope,"Syncope (including vasovagal, cardiac)",,condition,fuzzy:1.12,0.65,true,covered-needs-refresh,Heart and vasculature,extracted-illness-scripts-2026\is-vasovagal-syncope.html
is-venous-eczema,Venous Eczema,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-venous-eczema.html
is-venous-leg-ulcer,Venous Leg Ulcer,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-venous-leg-ulcer.html
is-ventricular-fibrillation,Ventricular Fibrillation (VF),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-ventricular-fibrillation.html
is-ventricular-tachycardia,Ventricular Tachycardia (VT),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-ventricular-tachycardia.html
is-vertebrobasilar-insufficiency,Vertebrobasilar Insufficiency,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-vertebrobasilar-insufficiency.html
is-vestibular-migraine,Vestibular Migraine,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-vestibular-migraine.html
is-vestibular-neuritis,Vestibular Neuritis,Labyrinthitis / vestibular neuritis,,condition,fuzzy:1.16,0.65,true,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-vestibular-neuritis.html
is-viral-gastroenteritis,Viral Gastroenteritis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-viral-gastroenteritis.html
is-viral-hepatitis,Viral Hepatitis,"Hepatitis (including viral, autoimmune, alcoholic)",,condition,fuzzy:1.08,0.65,true,covered-needs-refresh,"Liver, pancreas, biliary system",extracted-illness-scripts-2026\is-viral-hepatitis.html
is-viral-induced-wheeze,Viral Induced Wheeze,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-viral-induced-wheeze.html
is-viral-infection,Viral Infection,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-viral-infection.html
is-visual-problems,Visual Problems,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-visual-problems.html
is-vitamin-b12-deficiency,Vitamin B12 Deficiency,Vitamin B12 and/ or folate deficiency,,condition,fuzzy:1.18,0.65,true,covered-needs-refresh,Multi-system diseases,extracted-illness-scripts-2026\is-vitamin-b12-deficiency.html
is-vitamin-c-deficiency,Vitamin C Deficiency,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-vitamin-c-deficiency.html
is-vitamin-d-deficiency,Vitamin D Deficiency,Vitamin D deficiency,,condition,exact,0.95,false,covered-needs-refresh,Multi-system diseases,extracted-illness-scripts-2026\is-vitamin-d-deficiency.html
is-vitamin-deficiencies,Vitamin Deficiencies,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-vitamin-deficiencies.html
is-vitamin-k-deficiency,Vitamin K Deficiency,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-vitamin-k-deficiency.html
is-vitreous-haemorrhage,Vitreous Haemorrhage,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-vitreous-haemorrhage.html
is-vocal-cord-nodules,Vocal Cord Nodules,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-vocal-cord-nodules.html
is-voice-overuse,Voice Overuse,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-voice-overuse.html
is-warts-and-verrucae,Warts and Verrucae,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-warts-and-verrucae.html
is-wernicke-korsakoff-syndrome-alcohol,Wernicke-Korsakoff Syndrome (Alcohol),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-wernicke-korsakoff-syndrome-alcohol.html
is-whiplash-injury,Whiplash Injury,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-whiplash-injury.html
is-white-coat-hypertension,White Coat Hypertension,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-white-coat-hypertension.html
is-whooping-cough,Whooping Cough (Pertussis),Whooping cough,,condition,exact,0.95,false,covered-needs-refresh,Child health,extracted-illness-scripts-2026\is-whooping-cough.html
is-wilsons-disease,Wilson's Disease,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-wilsons-disease.html
is-wpw,Wolff-Parkinson-White (WPW) Syndrome,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-wpw.html
is-wrist-tendinopathy,Wrist Tendinopathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-wrist-tendinopathy.html
is-xerostomia,Xerostomia (Dry Mouth),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-xerostomia.html
